name,id,dlc,featureflag,factions,category,class,propulsion,wiki,portrait,icon,minimap,tier,requires,formation,emblem,squad type,rank,members,steering type,music intensity,models,volume,tilesize,height,scale,level,tileBlockingLevel,sound,gender,weapon,power shot,abilities,lifetime,hitpoints,armor,armor type,supply,support,funds,materiel,cap,xp mod,build time,speed,rotation,turret,flight,LOS,cone,capture,cargo,garrison,switch,alternateUnitTypes,decoration,hit,death,death.blood,death.deathEffect,attributes,code,traits,transform restrictions,combat stance,target priority,climbing,hopperThings,// Animations,death variations,attack variations,dropship anim,bug mound,heal,carryableConfig,landingPad,transportConfig,spawnConfig,attachment,pupaeDefense,squadDefender,notification,carrying,radiuscapturing,invasionMarker,invasion,construction effect,step effect,constructor,constructable
Fire_Mine,41,base,,federation; gaia,ground,device,static,,,75,none,,/,mob; 0.3; 5,type: simple,direct,/,1,,,Firemine_0,0.5,,0.1,,1,,,,/,,/,5 kill,/,0,,/,,,,,,,/,/,,,20,,,,,,,,Sparks,deathSwitch: Fire_Mine_Armed,,,,,noEditor; noUnitCard; alwaysVisible; noCollider; nightVision,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire_Mine_Armed,49,base,,federation; gaia,ground,device,static,,,75,none,,/,mob; 0.3; 5,type: simple,direct,/,1,,,Firemine_Armed_0,0.5,,0.1,,1,,,,Mine_Arm,,/,300 remove,/,0,,/,,,,,,,/,/,,,20,,,,,,,,Sparks,deathSwitch: Fire_Mine_Triggered,,,,,noEditor; noUnitCard; alwaysVisible; noCollider; nightVision,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire_Mine_Permanent,2092,base,,federation; gaia,ground,device,static,,,75,none,,/,mob; 0.3; 5,type: none,direct,/,1,,,Firemine_Armed_0,0.5,,0.1,,1,,,,Mine_Arm,,/,,/,0,,/,,,,,,,/,/,,,20,,,,,,,,Sparks,deathSwitch: Fire_Mine_Triggered,,,,,noUnitCard; remainVisible; noCollider; forceRogue; nightVision,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire_Mine_Triggered,144,base,,federation; gaia,ground,device,static,,,75,none,,/,mob; 0.3; 5,type: simple,direct,/,1,,,Firemine_Triggered_0,0.5,,0.1,,1,,,,/,,/,10 kill,/,0,,/,,,,,,,/,/,,,20,,,,,,,,Sparks,deathWeapon: Fire_Mine_Explosion,,,,,noEditor; noUnitCard; alwaysVisible; noCollider; forceRogue; nightVision,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invisible_Repairable,2084,base,,federation; gaia,ground,device,static,,,40,none,,,/,type: none,direct,/,1,,,Invisible_Repairable,1,,0.1,1,,,,,/,,/,,200,/,,/,/,/,,,,99999,/,/,,,/,,,,,,,,/,,,,repairable,,noUnitCard; invulnerable; hiddenInBattle,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chair_Scientist,2085,base,,federation,ground,infantry,static,,,48,none,,/,mob; 0; 0,type: none; offset: 3.5,direct,/,1,,,Chair_Scientist_0,0.7,,1.76,1,,,scientists,,/,,/,,50,0,,/,,,,,,,/,360,,,50,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,noFireBlocking; immobile; inaccessible,,,,,,,2,,,,1,,,,,,,,,,,,,,,,
Chair_Crew,2086,base,,federation,ground,infantry,static,,,48,none,,/,mob; 0; 0,type: none; offset: 3.5,direct,/,1,,,Chair_Crew_0,0.7,,1.76,1,,,scientists,,/,,/,,50,0,,/,,,,,,,/,360,,,50,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,noFireBlocking; immobile; inaccessible,,,,,,,2,,,,1,,,,,,,,,,,,,,,,
Chair_Trooper,2087,base,,federation,ground,infantry,static,,,48,none,,/,mob; 0; 0,type: none; offset: 3.5,direct,/,1,,,Chair_Trooper_0,0.7,,1.76,1,,,scientists,,/,,/,,50,0,,/,,,,,,,/,360,,,50,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,noFireBlocking; immobile; inaccessible,,,,,,,2,,,,1,,,,,,,,,,,,,,,,
Smog_Pool_Unit,2133,lava,,gaia,ground,device,static,,,/,none,,,/,type: none,direct,/,1,,,Smog_Pool,16,,0.1,1,,,,,Smog_Pool,,/,20 remove,/,/,,,,,,,,,/,/,,,20,,,,,,,,,,,,,,noUnitCard; inaccessible; noEditor; forceRogue; alwaysVisible; noCollider; nightVision,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mech_Fire_Unit,2135,lava,,gaia,ground,device,static,,,/,none,,,/,type: none,direct,/,1,,,Fire_Small,16,,0.1,1,,,,,Mech_Fire_Pool,,/,15 remove,/,/,,,,,,,,,/,/,,,20,,,,,,,,,,,,,,noUnitCard; inaccessible; noEditor; forceRogue; alwaysVisible; noCollider; nightVision,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire_Mine_Fire_Unit,2136,lava,,gaia,ground,device,static,,,/,none,,,/,type: none,direct,/,1,,,Fire_Large,16,,0.1,1,,,,,Fire_Mine_Fire_Pool,,/,15 remove,/,/,,,,,,,,,/,/,,,20,,,,,,,,,,,,,,noUnitCard; inaccessible; noEditor; forceRogue; alwaysVisible; noCollider; nightVision,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incendiary_Strike_Fire_Unit,2137,lava,,gaia,ground,device,static,,,/,none,,,/,type: none,direct,/,1,,,Fire_Small,8,,0.1,1,,,,,Incendiary_Strike_Fire_Pool,,/,15 remove,/,/,,,,,,,,,/,/,,,10,,,,,,,,,,,,,,noUnitCard; inaccessible; noEditor; forceRogue; alwaysVisible; noCollider,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double_Charge_Grenade,2138,lava,,gaia,ground,device,static,,,75,none,,/,mob; 0.3; 5,type: simple,direct,/,1,,,Double_Charge_Grenade,0.5,,0.1,1,,,,,/,,/,3 kill,/,0,,/,,,,,,,/,/,,,/,,,,,,,,Sparks,deathWeapon: Merc_Grenade_Second,,,,,noEditor; noUnitCard; alwaysVisible; noCollider; forceRogue; inaccessible,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shredder_Lair,2139,lava,,federation; gaia,ground,structure,fundament,,,65,,,/,/,offset: 4,direct,/,1,,,Shredder_Lair,7,2,3.02,,/,/,,,Shredder_Minigun_Lair,,/,,400,40,granite,/,,,,,,,/,/,90,,50,/,,,,,,,Sparks,deathSwitch: Bug_Lair_Collapsed,,Tunnel_Collapse,structure,,noUnitCard; tileBlocking,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Empty_Lair,2140,lava,,gaia,ground,cavern,fundament,,,126,,,,/,type: none; offset: 4,direct,/,1,,,Bug_Lair; lava:Bug_Lair_Lava,8,2,3,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,/,/,,,,,Dust,deathSwitch: Bug_Lair_Collapsed,,Tunnel_Collapse,structure,,baseHeight; noUnitCard; tileBlocking; remainVisible,,,,,,,,,,respawnTime: 30; spawnBehaviour: PerUnit,,enabled,,,spawnType: burrow,,,,,,,,,,,,blockConstruction: true
Flame_Trap,2146,lava,,federation; gaia,ground,device,static,,,75,none,,/,mob; 0.3; 5,type: simple,direct,/,1,,,Flame_Trap_0,0.5,,0.1,,1,,,,/,,/,5 kill,/,0,,/,,,,,,,/,/,,,20,,,,,,,,Sparks,deathSwitch: Flame_Trap_Armed,,,,,noUnitCard; alwaysVisible; noCollider; nightVision,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flame_Trap_Armed,2147,lava,,federation; gaia,ground,device,static,,,75,none,,/,mob; 0.3; 5,type: simple,direct,/,1,,,Flame_Trap_Armed_0,0.5,,0.1,,1,,,,Flame_Trap_Shot,,/,100 remove,/,0,,/,,,,,,,/,/,,,20,,,,,,,,Sparks,,,,,,noEditor; noUnitCard; alwaysVisible; noCollider; nightVision,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// METROPOLIS DLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police_Squad,3000,metro,,federation,ground,infantry,foot,Police_Squad,,17,,,,checker; 0.2; 1.3; 1.3; 2,offset: 4,squad,1,8,,,Police_0; Police_1,0.7,,1.76,1; 1.1,,,Police_Squad,,Police_Rifle 0,/,Police_Grenade; Talkie_Bomb; Kamikaze_Drone,,50,0,,3,,,,,,,5.5,360,,,50,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human; canCaptureHive,,garrison; canPurchase,,,,,,,3,,,,1,enabled,,preferredTransport: DR-4_Viking,,,,spawn: (type: police_drone; interval: 8; amount: 2); followRange: 4; returner: (maxRange: 12; minRange: 10); dieWithLeader: (),,,,,,,,,
Police_Drone,3002,metro,,federation,ground,generic,foot,,,/,none,,/,/,type: none; offset: 3,direct,1,2,,,Police_Drone,1.5,,1,0.8,,,,,Police_Drone_Shot,,,,50,40,,/,/,,,,,12,7,360,,,50,,,,,,,,Sparks,ragdoll: (),,Flak_Explosion,inanimate; minion,,noEditor; suppressionResistant; noFireBlocking; inaccessible; noExperience; cannotCapture,,aggressive,,,,,4,4,,,,enabled,,preferredTransport: DR-8_Skyhook,,,,,,,,,,,,,
Technicians,20210,base,,federation,ground,infantry,foot,Technicians,,15,,,/,checker; 0.3; 3.0; 1.8; 2,offset: 4,squad,2,4,,,Technician_0,0.7,,1.76,1; 1.1,,,Technicians,,Technician_Shot,,,,60,10,,1,,,,,2,,3.9,360,,,50,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,garrison; canPurchase; noFireBlocking; noExperience,,,,,,,3,,,,1,enabled,,preferredTransport: DR-8_Skyhook,,,,,,,,,,welding,,purchase: electro_mg electro_mortar electro_cannon electro_launcher; construct: (attribute: repairable),
Peacekeeper_Biped,3008,metro,,federation,ground,vehicle,mech,Peacekeeper_Biped,,38,,,Command_Center,/,offset: 6,direct,2,1,BigUnit 90,,Mech_Peacekeeper,3,,3.63,1,1,,Peacekeeper_Biped,,Police_Mech_Grenade,,Reinforce; Designate_Target; Peacekeeper_Gas; Peacekeeper_Drone_Deploy,,300,40,,1,,,5,,2,30,4,300,,,40,,,,,,Peacekeeper_Biped_Drone,,Sparks,ragdoll: (); bloodTexture: 3 always,,Peacekeeper_Explosion_Sound,armored; fireproof; smogImmune; gasImmune,,suppressionImmune; cannotCapture; bigCollisionLayer; canSelfDestruct; canPurchase; singleton,,,,,,,2,,,,0.5,enabled,,preferredTransport: Drop_Pod; noPlayerInput: (),,,,,,,,,,,,,
Peacekeeper_Biped_Drone,3319,metro,,federation,ground,vehicle,mech,Peacekeeper_Biped,,38,,,Command_Center,/,offset: 6,direct,2,1,BigUnit 90,,Mech_Peacekeeper,3,,3.63,1,1,,Peacekeeper_Biped,,Police_Mech_Grenade,,Reinforce; Designate_Target; Peacekeeper_Drone_Active,,300,40,,1,,,5,,2,30,4,300,,,40,,,,,,,,Sparks,ragdoll: (); bloodTexture: 3 always,,Peacekeeper_Explosion_Sound,armored; fireproof; smogImmune; gasImmune,,suppressionImmune; cannotCapture; bigCollisionLayer; canSelfDestruct; singleton,,,,,,,2,,,,0.5,enabled,,preferredTransport: Drop_Pod; noPlayerInput: (),,,,spawn: (type: peacekeeper_drone; interval: 10; amount: 1); followRange: 2; returner: (maxRange: 20; minRange: 10); dieWithLeader: (),,,,,,,,,
Riot_Shield_Squad,2121,metro,,federation,ground,infantry,foot,Riot_Shield_Squad,,16,,,Grenade_Depot,checker; 0.1; 1.2; 1.2; 3,,squad,1,10,,,Assault_Marine_0,0.7,,1.76,1.2,,,Assault_Squad,male,Assault_Shot,Police_Shotgun,Riot_Brace; Riot_Autoturret_Deploy; Riot_Decoy_Deploy,,100,60,,3,,,,,1.5,,3.9,360,,,50,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human; canCaptureHive; gasImmune; acidImmune; temp-minrangepowershot,,garrison; suppressionResistant; canPurchase,,,,,,,,,,,1,enabled,,preferredTransport: DR-4_Viking,,,,,,,,,,,,,
JAC_Trooper,3238,metro,,federation,ground,infantry,foot,JAC_Trooper,,36,,,Rocket_Depot,/,offset: 4,direct,1,1,,,Mechanized_Marksman_0,0.7,,1.76,1.2,,,JAC_Trooper,,Heavy_Sniper_Shot 0,,Marksman_Jump; Low_Velocity_Round; Marksman_Bomb_Drop,,100,30,,2,,,,,,,3.9,360,,,55,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,garrison; noFireBlocking; canPurchase; cannotCapture,,,,,,,3,,,,1,enabled,,preferredTransport: DR-8_Skyhook,,,,,,,canDefend: true,,,,,repair: (attribute: repairable),
Hover_Autocannon,3233,metro,,federation,ground,vehicle,mech,Hover_Autocannon,,14,,,Power_Plant,/,,direct,1,1,,,Hover_Autocannon,4,,1.8,1,,,Hover_Autocannon,,Hover_Autocannon_Shot,,Hover_Tank_Jump; Hover_Tank_Jump_Bash; Hover_Tank_Repairer; Hover_Tank_Bash_Damage,,300,40,,3,,,20,,,20,6,100,120; pitch: 60 -10 85,,40,,,,,,Hover_Autocannon_Repairer,,Sparks,ragdoll: (),,Small_Vehicle_Explosion_Sound,inanimate,,suppressionImmune; cannotCapture; bigCollisionLayer; canSelfDestruct; canPurchase,,,,,,,,,,,,enabled,,preferredTransport: Drop_Pod; noPlayerInput: (),,,,,,,,,,,,,
Hover_Autocannon_Repairer,3224,metro,,federation,ground,vehicle,mech,Hover_Autocannon,,14,,,Power_Plant,/,,direct,1,1,,,Hover_Autocannon_Repairer,4,,1.8,1,,,Hover_Autocannon,,Hover_Autocannon_Shot,,Hover_Tank_Jump; Hover_Tank_Repairer_Active,,300,40,,3,,,20,,,20,6,100,120; pitch: 60 -10 85,,40,,,,,,,,Sparks,ragdoll: (),,Small_Vehicle_Explosion_Sound,inanimate,,suppressionImmune; cannotCapture; bigCollisionLayer; canSelfDestruct; noEditor,,,,,,,,,,,5,enabled,,preferredTransport: Drop_Pod; noPlayerInput: (),,,,,,,,,,welding,,repair: (attribute: repairable),
Pegasus_Gunship,3236,metro,,federation,air,aircraft,wing,Pegasus_Gunship,,37,,,Fleet_Relay,/,,direct,-1,1,BigUnit 200,,Gunship,8,,2.2,0.9,,,Pegasus_Gunship,female,Gunship_Gatling,,Gunship_Deploy; Gunship_Reaper_Missile; Gunship_Bomb,,200,30,,3,,,20,,,4,9,150,100; pitch: 80 -80 10,8,40,,,,,,Pegasus_Gunship_Deployed,,Sparks,ragdoll: (),,Large_Vehicle_Explosion_Sound,inanimate,,suppressionImmune; garrison; nightVision; canPurchase; ragdollDeath; canSelfDestruct,,,,,,,,,,,3,,,,,,,,,,,,,,,,
Pegasus_Gunship_Deployed,3370,metro,,federation,air,aircraft,static,Pegasus_Gunship,,37,,,Fleet_Relay,/,,direct,-1,1,BigUnit 200,,Gunship_Deployed,8,,2.2,0.9,,,Pegasus_Gunship,female,Gunship_Missile_Barrage,,Gunship_Undeploy; Gunship_Reaper_Missile; Gunship_Bomb,,200,30,,3,,,20,,,4,9,150,100; pitch: 80 -80 10,8,40,,,,,,,,Sparks,ragdoll: (),,Large_Vehicle_Explosion_Sound,inanimate,,suppressionImmune; garrison; nightVision; canPurchase; ragdollDeath; canSelfDestruct; immobile; noEditor,,,,,,,,,,,3,,,,,,,,,,,,,,,,
Missile_Mech,3234,metro,,federation,ground,vehicle,mech,Missile_Mech,,18,,,Machine_Bay,/,offset: 5.5,direct,2,1,BigUnit 90,,Missile_Hexapod,2.5,,1.7,1.1,1,,Missile_Mech,,Missile_Mech_Missile_Burst,,Rainmaker_Deploy; Rainmaker_Drones,,500,60,,4,,,40,,,60,4,100,,,40,,,,,Missile_Mech_Deployed,Missile_Mech_Deployed; Missile_Mech_Droner; Missile_Mech_Droner_Deployed,,Sparks,ragdoll: (),,Large_Vehicle_Explosion_Sound,inanimate; repairable,,overwatch; suppressionImmune; cannotCapture; bigCollisionLayer; canSelfDestruct; canPurchase,,,,,,,,,,,,enabled,,preferredTransport: Drop_Pod; noPlayerInput: (),,,,,,,,,,,,,
Missile_Mech_Deployed,3249,metro,,federation; gaia,ground,vehicle,static,Missile_Mech,,18,,,Machine_Bay,/,offset: 6.5,direct,/,1,,,Missile_Hexapod_Deployed,2.5,,1.7,1.1,1,,Missile_Mech,,Missile_Mech_Missile_Single,,Rainmaker_Undeploy; Rainmaker_Drones_Deployed,,500,60,,4,,,40,,,60,/,/,30; pitch: 30,,30,,,,,Missile_Mech,,,Sparks,ragdoll: (),,Large_Vehicle_Explosion_Sound,inanimate; repairable,,overwatch; suppressionImmune; cannotCapture; canSelfDestruct,,,,,,,,,,,,enabled,,noPlayerInput: (),,,,,,,,,,,,,
Missile_Mech_Droner,3323,metro,,federation,ground,vehicle,mech,Missile_Mech,,18,,,Machine_Bay,/,offset: 5.5,direct,2,1,BigUnit 90,,Missile_Hexapod,2.5,,1.7,1.1,1,,Missile_Mech,,Missile_Mech_Missile_Burst,,Rainmaker_Deploy; Rainmaker_Drones_Active,,500,60,,4,,,40,,,60,4,100,,,40,,,,,Missile_Mech_Droner_Deployed,,,Sparks,ragdoll: (),,Large_Vehicle_Explosion_Sound,inanimate; repairable,,overwatch; suppressionImmune; cannotCapture; bigCollisionLayer; canSelfDestruct,,,,,,,,,,,,enabled,,preferredTransport: Drop_Pod; noPlayerInput: (),,,,spawn: (type: Cloudburster_Drones; interval: 10; amount: 4); followRange: 2; returner: (maxRange: 15; minRange: 10); dieWithLeader: (),,,,,,,,,
Missile_Mech_Droner_Deployed,3227,metro,,federation; gaia,ground,vehicle,static,Missile_Mech,,18,,,Machine_Bay,/,offset: 6.5,direct,/,1,,,Missile_Hexapod_Deployed,2.5,,1.7,1.1,1,,Missile_Mech,,Missile_Mech_Missile_Single,,Rainmaker_Undeploy; Rainmaker_Drones_Active,,500,60,,4,,,40,,,60,/,/,30; pitch: 30,,30,,,,,Missile_Mech_Droner,,,Sparks,ragdoll: (),,Large_Vehicle_Explosion_Sound,inanimate; repairable,,overwatch; suppressionImmune; cannotCapture; canSelfDestruct,,,,,,,,,,,,enabled,,noPlayerInput: (),,,,spawn: (type: Cloudburster_Drones; interval: 10; amount: 4); followRange: 2; returner: (maxRange: 15; minRange: 10); dieWithLeader: (),,,,,,,,,
Kamikaze_Drone,3256,metro,,federation,ground,generic,claw,,,20,,,,/,offset: 4,direct,1,1,,,Kamikaze_Drone,1.5,,1,1,,,Kamikaze_Drone,male,Drone_Explode,,Drone_Kamikaze,25 kill,100,30,,/,,,,,,4,6,300,,,15,,,,,,,,Green,ragdoll: (),,Flak_Explosion,inanimate,,suppressionImmune; noFireBlocking; cannotCapture,,holdFire,,,,,,,,,,enabled,,,spawnType: burrow,,,,,,,,,,,,
Kayla,3265,metro,,federation,ground,infantry,foot,,,19,,,,/,offset: 3.5,direct,2,1,,,Police_1,0.7,,0.71,0.9,,,Metro_Keys,female,Kayla_Grenade,Kayla_Gun,Flash_Bang,,100,20,,/,,,,,,,5,360,,,50,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human; temp-minrangepowershot,,suppressionImmune; garrison; noFireBlocking; shootThroughSoldiers; noExperience,,,,,,,3,,,,5,enabled,,preferredTransport: DR-8_Skyhook; disband: false,,,,,,,,,,,,,
Kayla_Doomed,3321,metro,,federation,ground,infantry,foot,,,19,,,,/,offset: 3.5,direct,2,1,,,Kayla_Doomed,0.7,,0.71,0.9,,,Metro_Keys,female,Fake_Weapon,,/,,1,0,,/,,,,,,,3,360,,,50,,,,,,,,Blood,deathSwitch: Kayla_Dying,156; 10; 10,standard: Blood_Death,human,,suppressionImmune; garrison; noFireBlocking; noExperience,,,,,,,3,,,,,enabled,,preferredTransport: DR-8_Skyhook,,,,,,,,,,,,,
Kayla_Dying,3322,metro,,federation,ground,infantry,static,,,19,,,,/,type: none; offset: 3.5,direct,2,1,,,Kayla_Dead,0.7,,0.71,0.9,,,Metro_Keys,female,/,,Kayla_Death,,/,/,,/,,,,,,,/,/,,,50,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,inaccessible; noFireBlocking; noExperience; noCollider,,,,,,,3,,,,,enabled,,preferredTransport: DR-8_Skyhook,,,,,,exit: instant,,,,,,,
Bank_Robber,3325,metro,,gaia,ground,infantry,foot,,,51,,,,/,type: simple; offset: 3.5,direct,1,1,,,Robber_0,0.7,,1.76,1; 1.1,,,Metro_Robber,,Rifle 0,,/,,35,20,,/,,,,,,,3.9,360,,,70,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,garrison,,,,,,,3,,,,1,enabled,,preferredTransport: DR-4_Viking; noPlayerInput: (),,,,,,,,,,,,,
Verhaegen,3326,metro,,federation,ground,infantry,foot,,,39,,,,/,offset: 5,direct,2,1,,,Tactical_Officer_0,0.7,,1.76,1.05; 1.1,,,Metro_Verhaegen,male,Verhaegen_Shot,Officer_Morita_MkIII_Grenade,Designate_Target,,80,0,,/,,,,,0.7,,3.9,360,,,50,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,garrison; shootThroughSoldiers; noFireBlocking; noExperience,,,,,,,3,,,,1,enabled,,preferredTransport: DR-8_Skyhook; noPlayerInput: (),,,,,,,,,,,,,
Verhaegen_Cutscene,3333,metro,,federation,ground,infantry,foot,,,39,,,,/,offset: 5,direct,2,1,,,Tactical_Officer_0,0.7,,1.76,1.05; 1.1,,,Metro_Verhaegen,male,Verhaegen_Cutscene_Shot,,Verhaegen_Burst,,80,0,,/,,,,,0.7,,3.9,360,,,50,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,garrison; shootThroughSoldiers; noFireBlocking; noExperience,,,,,,,3,,,,1,enabled,,preferredTransport: DR-8_Skyhook,,,,,,,,,,,,,
Peacekeeper_Drone,3268,metro,,federation,air,generic,rotor,,,/,none,,,/,type: none; offset: 2,direct,1,1,BigUnit 200,,Peacekeeper_Drone,0.7,,1.5,,,,,,Peacekeeper_Drone_Bomb,,/,,100,10,,/,,,,,,,10,300,,10,20,,,,,,,,Sparks,ragdoll: (),23; 139; 43,Flak_Explosion,inanimate,,suppressionImmune; inaccessible; noExperience; cannotCapture,,,,,,,,,,,2,,,,,,,,,,,,,,,,
Cloudburster_Drones,3225,metro,,federation,air,generic,rotor,,,/,none,,,mob; 0.9; 5,type: none,individual,1,4,individual avoidance=false force=20 separationradiusfactor=0.7,,Cloudburster_Drone,2,,1,0.7,,,,,Cloudburster_Drone_Shot,,/,,100,10,,/,,,,,,,10,300,100; pitch: 80 -80 10,10,20,,,,,,,,Sparks,ragdoll: (),23; 139; 43,Flak_Explosion,inanimate,,suppressionImmune; inaccessible; noExperience; cannotCapture,,aggressive,,,,,,,,,2,,,,,,,,,,,,,,,,
Electro_MG,20190,base,,federation; gaia,ground,electro_turret,fundament,,,80,,0,,/,offset: 4,direct,/,1,,,Electro-Autocannon,1.8,1,1.5,,,,Turret,male,Electro-Autocannon_Shot,,/,,500,50,granite,/,/,,15,,,10,/,/,80; pitch: 80 -20 90,,30,,,,,,,,Sparks,,,E_Turret_Death,electroTurret; gasImmune; repairable,,noCollider; alwaysVisible; noUnitCard; suppressionImmune; canSelfDestruct; overwatch; canPurchase,,,,,,,,,,,,,,,,,,,attack: turret,,,,,,,,flatGroundOnly: true; requiresTileSpacing: 2
Electro_Mortar,20200,base,,federation; gaia,ground,electro_turret,fundament,,,81,,1,,/,offset: 4,direct,/,1,,,Electro-Mortar,1.8,1,1.5,,,,Turret,male,Electro-Mortar_Shot,,/,,100,10,granite,/,/,,15,,,15,/,/,40,,30,,,,,,,,Sparks,,,E_Turret_Death,electroTurret; gasImmune; repairable,,noCollider; alwaysVisible; noUnitCard; suppressionImmune; canSelfDestruct; canPurchase,,,,,,,,,,,,,,,,,,,attack: turret,,,,,,,,flatGroundOnly: true; requiresTileSpacing: 2
Electro_Cannon,20230,base,,federation; gaia,ground,electro_turret,fundament,,,82,,2,,/,offset: 5.5,direct,/,1,,,Electro-Cannon,1.8,1,1.5,,1,,Turret,male,Electro-Cannon_Shot,,/,,150,30,granite,/,/,,15,,,15,/,/,60,,30,,,,,,,,Sparks,,,E_Turret_Death,electroTurret; gasImmune; repairable,,noCollider; alwaysVisible; noUnitCard; suppressionImmune; canSelfDestruct; canPurchase,,,,,,,,,,,,,,,,,,,attack: turret,,,,,,,,flatGroundOnly: true; requiresTileSpacing: 2
Electro_Launcher,3257,base,,federation; gaia,ground,electro_turret,fundament,,,83,,3,,/,offset: 5,direct,/,1,,,Electro-Launcher,1.8,1,1.5,,,,Turret,male,Electro-Launcher_Shot,,/,,150,30,granite,/,/,,20,,,20,/,/,60,,30,,,,,,,,Sparks,,,E_Turret_Death,electroTurret; gasImmune; repairable,,noCollider; alwaysVisible; noUnitCard; suppressionImmune; canSelfDestruct; canPurchase,,,,,,,,,,,,,,,,,,,attack: turret,,,,,,,,flatGroundOnly: true; requiresTileSpacing: 2
Auto_Turret,2004,metro,,federation,ground,structure,fundament,,,/,,,/,/,type: simple,direct,/,1,,,Auto_Turret,0.8,,,,,,,,Auto_Turret_Shot 0,,/,15 kill,40,10,,/,,,,,,,/,/,120; pitch: 120 -35 80,,30,,,,,#REF!,,,Sparks,ragdoll: (),,Deployable_turret_Death,inanimate,,noCollider; noUnitCard; noCollider; uncontrollable; noExperience; noEditor,,,,,,,,,,,,,,,,,,,attack: turret,,,,,,,,
Riot_Decoy,3226,metro,,federation,ground,structure,fundament,,,/,,,/,/,type: none,direct,/,1,,,Riot_Decoy,1,,,,,,,,,,/,12 kill,100000,10,,/,,,,,,,/,/,120; pitch: 120 -35 80,,30,,,,,#REF!,,,/,,,Turret_Explosion,inanimate,,noCollider; noUnitCard; noCollider; inaccessible; noEditor,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peacekeeper_Gas_Cloud,3239,metro,,gaia,ground,device,static,,,/,none,,,/,type: none,direct,/,1,,,Gas_Pool,8,,0.1,,,,,,/,,Insecticide_Gas,18 remove,/,/,,,,,,,,,/,/,,,/,,,,,,,/,,,,,,,noCollider; noUnitCard; inaccessible; noEditor; alwaysVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hover_Gas_Cloud,3269,metro,,gaia,ground,device,static,,,/,none,,,/,type: none,direct,/,1,,,Gas_Pool,8,,0.1,,,,,,/,,Insecticide_Gas,18 remove,/,/,,,,,,,,,/,/,,,/,,,,,,,/,,,,,,,noCollider; noUnitCard; inaccessible; noEditor; alwaysVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talkie_Bomb,3259,metro,,federation,ground,device,static,,,/,none,,/,/,type: simple,direct,/,1,,,Battery_Bomb,0.5,,0.1,,,,,,/,,/,5 kill,100,0,,/,,,,,,,/,/,,,30,,,,,,,,Sparks,deathWeapon: Talkie_Bomb_Explosion,,,,,inaccessible; noEditor; noUnitCard; noCollider,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camera_Drone,3317,metro,,federation,air,vehicle,rotor,,,/,none,,,/,,direct,1,1,BigUnit 200,,Recon_Drone,1,,1.5,0.7,,,,,/,,/,,100,10,,/,,,,,,,12,250,,10,30,,,,,,,,Green,ragdoll: (),23; 139; 43,Turret_Explosion,inanimate,,noAutoTarget; ragdollDeath; suppressionImmune; inaccessible; cannotCapture,,,,,,,,,,,,,,,,,,,,,,,,,,,
