name,id,dlc,featureflag,icon,slot,elite,charge,chargeEffect,cooldown,duration,shots,group,stars,experience,requiresUnitType,unlockCost,executeCost,trigger,traits,order type,target,target restrictions,radius,effect,effect2,effect3,effect4,effect5,followup
Mech_Ontos_Deploy,4057,jungle,,81,,,3 nocancel,,/,0,,default,/,/,,,,,,no order,none,,,switch = default,,,,,
Mech_Ontos_Undeploy,4058,jungle,,80,,,3 nocancel,,/,0,,default,/,/,,,,,chargeResetTurret,no order,none,,,switch = default,,,,,
Ontos_Ripper_Barrage,4021,jungle,,5,,9,,,30,infinite,1,default,3,/,,80,,,unlockable,fire,area,,weapon: burst,weapon = Mech_Ontos_Barrage,,,,,
Mech_Ontos_Tripod_Deploy,4033,jungle,,53,,24,,,30,infinite,1,default,3,/,,80,,,unlockable,fire,area,,weapon: burst,switch = Mech_Ontos_Unarmed,weapon = Mech_Ontos_Tripod_Launch,,,,
Mech_Ontos_Tripod_Undeploy,4059,jungle,,53,,24,,,30,0,,default,/,/,,,,,,no order,none,,,switch = Mech_Ontos,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// M9 MAMMOTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mech_Artillery_Direct_Mode,4037,jungle,,96,,,5 nocancel,,5,0,,/,/,/,,30,,,,action,none,,,switch = Mech_Artillery_Direct,,,,,
Mech_Artillery_Indirect_Mode,4044,jungle,,97,,,5 nocancel,,5,0,,default,/,/,,,,,,action,none,,,switch = default,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// COMBAT CAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cab_Deploy,4047,jungle,,81,,,4 nocancel,,/,0,,default,/,/,,,,,,no order,none,,,switch = default,,,,,
Cab_Undeploy,4050,jungle,,80,,,5 nocancel,,/,0,,default,/,/,,,,,chargeResetTurret,no order,none,,,switch = default,,,,,
Cab_Flamethrower,4062,jungle,,163,,26,5 nocancel,,5,0,,/,3,,,30,,OnUnlock,unlockable; hiddenIfUnlocked,action,none,,,switch = Mech_Cab_Flamethrower,,,,,
Cab_Mortar,4063,jungle,,164,,10,5 nocancel,,5,0,,/,3,,,30,,OnUnlock,unlockable; hiddenIfUnlocked,action,none,,,switch = Mech_Cab_Mortar,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// POWER SUIT SNIPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS_Focus,4038,jungle,,94,,,2 nocancel,,5,0,,default,/,/,,,,,,action,area,range: 55; rangeMin: 30,20,switch = Power_Sniper_Focussed,guardarea = store,,,,
PS_Exit_Focus,4039,jungle,,95,,,5 nocancel,,5,0,,default,/,/,,,,,,action,none,,,switch = default,guardarea = disable,,,,
Power_Sniper_Jump,4046,jungle,,72,,,,,10,infinite,/,default,/,/,,,,,,abilitystate,area,range: 40; tile: (maxRange; requireMaxRange; maxHeightDifference; requirePlayable; notBlocked; autoadjustwall; viewGridBorder: 2),,jump = effectTimeline: marksman; takeOff: MechanizedMarksman_AbilityJumpStart; fly: MechanizedMarksman_AbilityJumpBusy; Dust: Jet_Dust,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS_Hover,4040,jungle,,96,,,1.4 nocancel,,30,0,,default,/,/,,,,,,action,none,,,switch = Power_Sniper_Hover,,,,,
PS_Descend,4041,jungle,,97,,,2.6 nocancel,,30,0,,default,/,/,,,,,,action,none,,,switch = default,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//ARTILLERY TERRITORY BASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory_Base_Artillery_Strike,4048,jungle,,/,,,,,5,infinite,1,default,/,/,,,,,hidden,fire,area,,8,weapon = Territory_Base_Artillery_Shot,destinationMarker = type: MissileCluster; radius: effectRadius,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//PLATFORM GUNSHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platform_Gunship_Deploy,4060,jungle,,/,,,,,40,infinite,1,default,/,/,,,,,hidden,fire,area,,,weapon = Invisible_Gunship_Arrival_Shot 0,destinationMarker = type: MissileNuke; radius: effectRadius,,,,
Remote_Gunship_Deploy,4055,jungle,,28,afterunlockelite,,,,,0,,/,,,,,,,,no order,area,range: 50; requiremaxrange,4,proxyability = (range: 10000; unittype: Territory_Platform_Gunship; ability: Platform_Gunship_Deploy),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// MOBILE TURRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile_Turret_Deploy,4042,jungle,,132,,,,,/,infinite,,/,/,/,,50,,,,abilitystate,area,range: 0; tile: (requireFlat; notBlocked; radius: 2),,deploybastion = switchType:Turret_Deployed; bastionType: exosuit_fortification; switchBackAbility: Mobilize_Turret,,,,,
Mobile_Turret_Mobilize,4043,jungle,,113,,,0.5 nocancel,,/,0,,/,/,/,,,,,,no order,none,,,switch = default,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Mk.II MARAUDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MkII_Marauder_Chainsaw_Attack,87,jungle,,45,,,,,40,5,,default,/,/,,,,,,no order,none,,,changeweapon = MkII_Chainsaw 2,,,,,
MkII_Marauder_Missile_Barrage,38,jungle,,19,,,,,40,infinite,1,default,/,/,,,,,,fire,area,,weapon: burst,weapon = MkII_Missile_v2 1,,,,,
MkII_Marauder_Jump,43,jungle,,72,,,,,10,infinite,/,default,/,/,,,,,,abilitystate,area,range: 30; tile: (maxRange; requireMaxRange; maxHeightDifference; requirePlayable; notBlocked; autoadjustwall; viewGridBorder: 2),,jump = effectTimeline: autocannon; takeOff: HoverCannon_AbilityJumpStart; Dust: Jet_Dust,,,,,
MkII_Marauder_Missile_Pods,4029,jungle,,46,,18,,,/,0,,/,3,/,,100,,OnUnlock,unlockable,no order,none,,,switch = MkII_Marauder_Missiles,,,,,
MkII_Marauder_Missile_Pods_Active,4030,jungle,,46,,18,,,/,0,,/,3,/,,,,,hidden,no order,none,,,,,,,,
MkII_Marauder_Chainsaws,4031,jungle,,92,,20,,,/,0,,/,3,/,,100,,OnUnlock,unlockable,no order,none,,,switch = MkII_Marauder_Chainsaws,,,,,
MkII_Marauder_Chainsaws_Active,4032,jungle,,92,,20,,,/,0,,/,3,/,,,,,hidden,no order,none,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jungle_Mind_Control,4064,jungle,,152,,,,,5,/,1,default,,,,,,,,fire,unit,range: 999; unit: (alliance: any),1,weapon = Jungle_Mind_Control_Shot 1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// VENATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venator_Bug_Jump,4011,jungle,,/,,,2 nocancel,,15,infinite,/,default,,/,,,,,,abilitystate,area,range: 30,,jump = effectTimeline: venator_bug; configId: 0;  takeOff: Venator_Jump;  actionOnTimeline: (ability: Venator_Bug_Land; timelinePos: 1),,,,,
Venator_Bug_Land,4012,jungle,,/,,,,,/,/,1,,/,/,,,,,hidden,fire,none,,,weapon = Venator_Jump_Impact,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// TUNNELER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunneler_Burrow,4051,jungle,,81,,,3 nocancel,,/,0,,default,/,/,,,,,,no order,none,,,switch = default,,,,,
Tunneler_Surface,4052,jungle,,81,,,1 nocancel,,/,0,,default,/,/,,,,,,no order,none,,,switch = default,,,,,
King_Tanker_Roar,4066,jungle,,184,,,,,20,infinite,1,default,/,/,,,,,hideWiki,fire,none,,,weapon = Tanker_Roar,,,,,
King_Tanker_Bite,4067,jungle,,185,,,,,20,infinite,1,default,/,/,,,,,hideWiki,fire,unit,unit: (alliance: enemy),,changeweapon = Scorpion_Claw_Crush_Shot,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbivore_Aggro,4065,jungle,,,,,,,,3,,,,,,,,OnHealth(-90),,no order abilitystate,none,,,hitpoints = set 100%,,,,,Herbivore_Switch
Herbivore_Switch,4068,jungle,,,,,,,,,,,,,,,,,,no order,none,,,switch = default,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// PROTOTYPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test_FiringArc_Deploy,1015,base,,112,,,1.4 nocancel,,0,,,,,,,,,,,action,direction,range: 2,4,switch = default,,,,,
Test_FiringArc_Redeploy,1016,base,,147,,,1.4 nocancel,,0,,,,,,,,,,,action,direction,,4,switch = default,,,,,Test_FiringArc_Deploy
Test_FiringArc_Undeploy,1017,base,,113,,,1.4 nocancel,,0,,,,,,,,,,,no order,none,,,switch = default,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// TAC WING DIRECTOR,,,FleetDLC,,,,,,,,,,,,,,,,,,,,,,,,,,
TAC_Director_Default,2037,,FleetDLC,104,,,5 nocancel,,/,0,,default,/,/,,,,,,no order,none,,,switch = TAC_Director,,,,,
TAC_Director_A,2038,,FleetDLC,105,,,5 nocancel,,/,0,,default,/,/,,,,,,no order,none,,,switch = TAC_Director_A,,,,,
TAC_Director_B,2039,,FleetDLC,106,,,5 nocancel,,/,0,,default,/,/,,,,,,no order,none,,,switch = TAC_Director_B,,,,,
TAC_Director_C,2048,,FleetDLC,106,,,5 nocancel,,/,0,,default,/,/,,,,,,no order,none,,,switch = TAC_Director_B,,,,,
Support_Drop_Crate,2040,,FleetDLC,22,,,,,40,infinite,1,default,/,/,,,,,,fire,area,,,weapon = Support_Drop_Crate_Projectile 1,,,,,
Support_Drop_Crate_Modifier,2041,,FleetDLC,/,,,,,/,15,,default,/,/,,,,OnSpawn,hidden,no order,none,,8,stat_aoe = repair 50%; affects: friendly,,,,,
Ammo_Drop_Crate,2042,,FleetDLC,22,,,,,40,infinite,1,default,/,/,,,,,,fire,area,,,weapon = Ammo_Drop_Crate_Projectile 1,,,,,
Ammo_Drop_Crate_Modifier,2043,,FleetDLC,/,,,,,/,15,,default,/,/,,,,OnSpawn,hidden,no order,none,,8,stat_aoe = timeBetweenAttacks 30%; affects: friendly,,,,,
Ammo_Drop_Crate_Explode,2047,,FleetDLC,/,,,,,/,infinite,1,,,/,,,,OnIdle,hidden,fire,none,,,weapon = Ammo_Drop_Crate_Burst,,,,,
Marines_Grenade_Barrage,2049,,FleetDLC,3,,,,,30,infinite,5,default,3,/,,30,,OnUnlock,unlockable,fire,area,,,weapon = Morita_MkII_Volley,,,,,
Hover_Missile_Launcher_Droner,2050,,FleetDLC,76,,34,,,/,0,,/,3,/,,30,,OnUnlock,unlockable,no order,none,,,switch = Hover_Missile_Launcher_Droner,,,,,
Hover_Missile_Launcher_Droner_Active,2051,,FleetDLC,76,,34,,,/,0,,/,3,/,,,,,hidden,no order,none,,,,,,,,
fuel_depot_switch,2052,,FleetDLC,101,,,15,,/,0,,default,/,/,,,,,,no order,none,,,switch = Jet_Fuel_Depot,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tesla_Boost,3440,,UnitPrototyping,19,,,,,30,10,,/,/,/,,,,,,action,unit,radius: 15; unit: (alliance: friendly),/,stat = attack 150%; shock 500% ; range 200% ; affects: friendly ; filter: tesla_troopers,// stat = speed 1%,// changeweapon = Tesla_Charging,,,
Switch_E-Bomber_Direct,3441,,UnitPrototyping,49,,,1,,/,0,,,,,,,,,,action,none,,,switch = default,,,,,
Switch_E-Bomber_Indirect,3442,,UnitPrototyping,48,,,1,,/,0,,,,,,,,,,action,none,,,switch = default,,,,,
Orbital_Defence_Strike,3456,wip,FrostDLC,83,,,,,30,infinite,1,,,,,,,,,fire,area,,,weapon = Orbital_Defence_Plasma,plasmaStrikeMarker = type: PlasmaStrike; radius: effectRadius; minimap: PlasmaStrike; minimapColor: 129 111 233; notification: notification_plasma_warning; voiceClip: plasma_warning,,,,
Orbital_Defence_Scripted,3457,wip,FrostDLC,83,,,,,/,infinite,1,,,,,,,,editorOnly,fire,area,,,weapon = Plasma_Orbital,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// PSI OPS,,,UnitPrototyping,,,,,,,,,,,,,,,,,,,,,,,,,,
Heightened_Awareness,25,,UnitPrototyping,/,,,,,100,5,,default,,,,,,,,action,area,radius:200,20,reveal = (),,,,,
Spawn_FIB,10,,UnitPrototyping,33,,,,,60,0,,default,,,,,,,useSpawnTypeCost,action,area,radius: 15; tile: (requireTileCenter),12,deploy = Intel_Bugs,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// NATIVE HUNTERS,,,UnitPrototyping,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunters_Burry,1010,,UnitPrototyping,45,,,,,5,infinite,,,,,,,,,,no order,none,,,switch = default,,,,,
Hunters_Unburry,1011,,UnitPrototyping,19,,,,,5,infinite,,,,,,,,,,no order,none,,,switch = default,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIP_Imulator_Trigger,3434,,UnitPrototyping,40,,23,,,5,infinite,1,default,,/,,,,OnThreatInRangeWIP(20),,fire,self,,,weapon = P_Spaker_Explode,,,,,
