name,id,dlc,featureflag,group,size,level,variations,scale,facing,mask,autofloodfill,traits
Road_Straight_Diagonal_A_Damaged,9007,chem,,road,4,,1,,,,,bendOverTerrain; terrainObject
Road_Straight_Diagonal_B_Damaged,9008,chem,,road,4,,1,,,,,bendOverTerrain; terrainObject
Road_Corner_Damaged,9009,chem,,road,2 2,,1,,,,,bendOverTerrain; terrainObject
Road_Cross_Damaged,9010,chem,,road,4,,1,,,,,bendOverTerrain; terrainObject
Road_Curve_Damaged,9011,chem,,road,5 5,,1,,,,,bendOverTerrain; terrainObject
Road_Curve_Long_A_Damaged,9012,chem,,road,4 6,,1,,,,,bendOverTerrain; terrainObject
Road_Curve_Long_B_Damaged,9013,chem,,road,4 6,,1,,,,,bendOverTerrain; terrainObject
Road_Diagonal_Damaged,9014,chem,,road,4,,1,,,,,bendOverTerrain; terrainObject
Road_Straight_Damaged,9015,chem,,road,2 4,,1,,,,,bendOverTerrain; terrainObject
Road_End_Damaged,9016,chem,,road,2 4,,1,,,,,bendOverTerrain; terrainObject
Road_Straight_Short_Damaged,9017,chem,,road,2 1,,1,,,,,bendOverTerrain; terrainObject
Road_T_Cross_Damaged,9018,chem,,road,3 4,,1,,,,,bendOverTerrain; terrainObject
Road_End2_Damaged,9019,chem,,road,4,,1,,,,,bendOverTerrain; terrainObject
Road_Straight2_Damaged,9020,chem,,road,2 4,,1,,,,,bendOverTerrain
Glowing_Mushroom,6033,chem,,plants,,,4,0.9 1.1,,,,freeFacing; freePlacing; randomRotation
Mushroom_Light,6034,chem,,plants; light,,,,,,,,freeFacing; freePlacing
,,,,,,,,,,,,
Lab_Building_Fill,9027,chem,,rooftop,1,,,,,,,
Lab_Slope,9028,chem,,slopes,1,,2,,,,,baseHeight
,,,,,,,,,,,,
Scientist_Corpse,9021,base,,carnage,,,3,,,,,freeFacing; freePlacing
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Merc_Camp_Bottom,9025,lava,,base,,,,,,,,bendOverTerrain; terrainObject; freeFacing; freePlacing
,,,,,,,,,,,,
Bug_Tunnel_Small_Rocks,9026,base,,,,,,,,,, terrainObject; noEditor;adjustChildrenToTerrain
,,,,,,,,,,,,
Damaged_Trailer,9029,base,,vehicles,,,,,,,,freePlacing; blocking
Damaged_Truck,9031,base,,vehicles,,,,,,,,noEditor
TargetPractice_Tanker,9030,base,,chemical,3 2,,,,,,,blocking
,,,,,,,,,,,,
Cage_Truck,9032,chem,,vehicles; chemical,,,2,,,,,
,,,,,,,,,,,,
Floor_Grill,9033,chem,,chemical,,,3,,,,,
,,,,,,,,,,,,
Bug_Cage_Mask,9034,chem,,,,,,,,Bug_Cage,,noEditor
,,,,,,,,,,,,
Green_Gas_Local,9035,chem,,chemical,,,,,,,,freeFacing; freePlacing
,,,,,,,,,,,,
Spitter_Mutated,9038,chem,,chemical,,,3,,,,,freeFacing; freePlacing
,,,,,,,,,,,,
Mannequin_Male,9039,chem,,chemical,,,6,,,,,freeFacing; freePlacing
Mannequin_Female,9040,chem,,chemical,,,6,,,,,freeFacing; freePlacing
Mannequin_Limbs,9041,chem,,chemical,,,2,,,,,freeFacing; freePlacing
,,,,,,,,,,,,
Sewer_Pipe_Chem,9042,chem,,chemical,,,2,,,,,baseHeight
ICBM_Missile,9043,chem,,chemical,1,,3,,,,,
Cooling_Tower,9044,chem,,chemical,6,7,3,,,,,baseHeight
Cooling_Tower_Debris,9045,chem,,chemical,,,3,,,,,
,,,,,,,,,,,,
Egg_Cluster_Big,9046,chem,,chemical,,,,,,,,freeFacing; freePlacing
Egg_Cluster_Small,9047,chem,,chemical,,,3,,,,,freeFacing; freePlacing
Egg_Cluster_Bits,9048,chem,,chemical,,,2,,,,,freeFacing; freePlacing
Egg_Cluster_Decal,9049,chem,,chemical,,,,,,,,freeFacing; freePlacing
,,,,,,,,,,,,
Chemical_Entrance,9050,chem,,chemical,2 1,,,,,,,
Chemical_Entrance_Big,9052,chem,,chemical,3 1,,,,,,,
Chemical_Door,9051,chem,,chemical,,,,,,,,
,,,,,,,,,,,,
Target_Practice,9053,chem,,chemical,,,,,,,,blocking
,,,,,,,,,,,,
Gate_Long_Open,9054,base,,base,4 1,,,,,,,
Gate_Long_Closed,9055,base,,base,4 1,,,,,,,blocking
Gate_Short_Open,9056,base,,base,2 1,,,,,,,
Gate_Short_Closed,9057,base,,base,2 1,,,,,,,blocking
,,,,,,,,,,,,
Storm_Tent_1x1,5300,jungle,,base,1,,1,0.9,10,,,blocking; baseHeight
Storm_Tent_1x2,5301,jungle,,base,1 2,,1,,10,,,blocking; baseHeight
Storm_Tent_1x3,5302,jungle,,base,1 3,,1,,10,,,blocking; baseHeight
,,,,,,,,,,,,
Spawn_Pit_Hole,5303,base,,/,2,,,,,Spawn_Pit_Mask,,baseHeight; noEditor
,,,,,,,,,,,,
Light_Shaft,5304,jungle,,jungle,,,,,,,,freeFacing; freePlacing
,,,,,,,,,,,,
Outpost_Jungle_Outer_Detail,5305,jungle,,base,,,,,,,,
,,,,,,,,,,,,
Wooden_Blockade,5306,jungle,,base,,,2,,,,,blocking
,,,,,,,,,,,,
Jungle_Tent_1x2,5307,jungle,,base,1 2,1,2,,5,,,blocking; flatFoundation
,,,,,,,,,,,,
Sandbag_Bundle,5308,jungle,,base,,,4,,,,,terrainObject; adjustChildrenToTerrain
Sandbag_Small_Bundle,5315,jungle,,base,,,3,,,,,terrainObject; adjustChildrenToTerrain;freeFacing; freePlacing
Jungle_Sandbag_Bunker,5309,jungle,,base,2,,,,,,,blocking
,,,,,,,,,,,,
Decal_AO,5310,jungle,,,,,,,,,,
,,,,,,,,,,,,
Outpost_Slope,5311,jungle,,slopes; base,,,2,,,,,baseHeight
Outpost_Piece,5312,jungle,,base,,,4,,,,,freeFacing; freePlacing
Outpost_Top_Fill,5313,jungle,,base,,,4,,,,,
Outpost_Jungle_Gate,5316,jungle,,base,,,,,,,,baseHeight
,,,,,,,,,,,,
Ivy,5314,jungle,,jungle,,,,,,,,
,,,,,,,,,,,,
Eagle_Floaty,5317,jungle,,beach,,,,,,,,
,,,,,,,,,,,,
Jungle_Section_1x1,5318,jungle,,jungle,1,,,,,,,blocking; adjustChildrenToTerrain
Jungle_Section_2x2,5319,jungle,,jungle,2,2,,,,,,blocking; adjustChildrenToTerrain
Jungle_Section_3x3,5320,jungle,,jungle,3,2,,,,,,blocking; adjustChildrenToTerrain
Jungle_Deforestation_1x1,5339,jungle,,jungle,1,,,,,,,adjustChildrenToTerrain
Jungle_Deforestation_2x2,5340,jungle,,jungle,2,,,,,,,adjustChildrenToTerrain
Jungle_Deforestation_3x3,5341,jungle,,jungle,3,,,,,,,adjustChildrenToTerrain
Corpse_Herbivore,5321,jungle,,carnage,1,,2,,,,,freeFacing; freePlacing; randomRotation
,,,,,,,,,,,,
,,,,,,,,,,,,
Jungle_Road_Cross_Diagonal,5322,jungle,,jungle; road,4,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_T_Cross_Diagonal,5323,jungle,,jungle; road,4,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_Diagonal_Short,5324,jungle,,jungle; road,3,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_Straight_Diagonal_A,5325,jungle,,jungle; road,4,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_Straight_Diagonal_B,5326,jungle,,jungle; road,4,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_Corner,5327,jungle,,jungle; road,2 2,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_Cross,5328,jungle,,jungle; road,4,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_Curve,5329,jungle,,jungle; road,5 5,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_Curve_Long_A,5330,jungle,,jungle; road,4 6,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_Curve_Long_B,5331,jungle,,jungle; road,4 6,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_Diagonal,5332,jungle,,jungle; road,4,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_Straight,5333,jungle,,jungle; road,2 4,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_End,5334,jungle,,jungle; road,2 4,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_Straight_Short,5335,jungle,,jungle; road,2 1,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_T_Cross,5336,jungle,,jungle; road,3 4,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_End2,5337,jungle,,jungle; road,4,,1,,,,,bendOverTerrain; terrainObject
Jungle_Road_Straight2,5338,jungle,,jungle; road,2 4,,1,,,,,bendOverTerrain
,,,,,,,,,,,,
Hopper_Cage_Corner_Bot,5343,jungle,NewDecorations,jungle,,,,,,,,
Hopper_Cage_Corner_Middle,5344,jungle,NewDecorations,jungle,,,,,,,,
Hopper_Cage_Corner_Roof,5345,jungle,NewDecorations,jungle,,,,,,,,
Hopper_Cage_Side_Bot,5346,jungle,NewDecorations,jungle,,,,,,,,
Hopper_Cage_Side_Middle,5347,jungle,NewDecorations,jungle,,,,,,,,
Hopper_Cage_Side_Roof,5348,jungle,NewDecorations,jungle,,,,,,,,
,,,,,,,,,,,,
Setpiece_Bones,5349,jungle,,jungle,,,,,,,,baseHeight; noEditor
