name,dlc,featureflag,model,projectile,air projectile,spawn,scale,width,sound,offset,charge effect,fire effect,fire effect AA,ignition effect,target hit,soft hit,hard hit,water hit,// target armor,// damage,// DPS,attack,anti armor,anti granite,anti air,shock,blast,timer,burst,delay,range,extended,min range,accuracy,speed,initialSpeed,timeUntilFullSpeed,charge,cooldown,timeBetweenAttacks,shake,fire strategy,targeting,cone,homing,invalid,valid,damageType,traits,pinning strategy,overheat,onSoldierHit,poison,allianceSwitch,mindControl,timelineShot,burstOffsets,notification
Volcano_Blast,lava,,/,/,,,,,,,,/,,,,Volcano_Eruption,,,,,,400,40,,,,10,,/,/,/,,,,,,,,/,0,60,,,,,solid; extinguishable,,scorching,unaimed;indirectFire;noBlastReduction;detonateOnSource,,,,,,,,,
Lava_Geyser_Eruption,lava,,/,/,,,,,,,Lava_Geyser_Charge,Lava_Geyser_Eruption,,,,/,,,,2,#REF!,5,30,,,100,1.5,,10,0.2,2,,,,,,,5,/,16.8,30,,,,,solid; extinguishable,,scorching,unaimed;indirectFire;noBlastReduction;detonateOnSource;burstEffect,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
// FIREFIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire_Extinguisher,base,,/,Water_Spray,,Fire_Extinguisher_Shock,1,,burstStart: Firefighter_water,,,Water_Burst,,,,Water_Impact,,Water_Splash_Small,,0,#REF!,0,0,0,,10,2,,10,0.2,12,,,max: 2,20,,,0.3,0.2,2.6,/,/,,,,all,extinguishable,hidden,burstEffect; StopBurstEffectManually; indirectFire;spreadFire;constantFireRate;noModifierBonus,,,onHit: None,,,,,,
Fire_Extinguisher_Shock,base,,/,/,,,1,,,,,,,,,,,/,,,,1,/,,,0,5,,/,/,/,,/,/,/,,,,/,0,/,,,,,all,extinguishable,,friendlyFire;noModifierBonus,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// POWER FLAMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS_Flamer,lava,,/,Invisible,,,1,3,burstStart: Flamethrower,,,Flamethrower_Blue,,,,,,/,,10,#REF!,10,70,40,,50,,,7,0.2,10,4,,,40,,,0.2,0.2,2.9,/,,,,,solid; extinguishable,flammable,scorching,burstEffect; StopBurstEffectManually; spreadFire,,,onHit: PassThroughDamage,,,,,,
Pyro_Grenade,lava,,/,Fire_Grenade,,Power_Fire_Unit,1,,Grenade_Throw,,,,,,Fireball,Fireball,,Water_Splash_Large,,32,#REF!,80,30,,,/,4,,/,/,15,,,,20,,,0.9,/,6.9,/,soldier special0,,,,solid; extinguishable; bluefireproof,,scorching,friendlyFire;spreadFire;indirectFire;noBlastReduction,,,onHit: None,,,,,,
Power_Fire_Pool,lava,,/,/,,,1,,,,,,,,,,,/,,32,#REF!,80,30,,,/,5.5,,/,/,3.25,,,,,,,,/,6,/,,,,,solid; extinguishable; bluefireproof,,scorching,unaimed;indirectFire;noBlastReduction;detonateOnSource;noModifierBonus;forceStun;stealthFire,,,,,,,,,
Flame_Trap_Throw,lava,,/,Barrel_Bomb,,Incendiary_Strike_Fire_Unit,0.5,,,,,,,,Fireball_Heavy,Fireball_Heavy,,Water_Splash_Small,,40,#REF!,100,30,20,,70,6,,3,/,11,,,,10,,,,/,0,60,,,,,solid; extinguishable; fireproof,,scorching,unaimed;friendlyFire;noModifierBonus,,,onHit: None,,,,,,
Flame_Trap_Shot,lava,,/,/,,,,,burstStart: Flamethrower,,Tanker_Spark ,Flame_Trap_Shot,,,,/,,,,40,#REF!,40,70,,,50,1.5,,7,0.2,2,,,,,,,0.2,/,3.4,30,,,,,solid; extinguishable,,scorching,unaimed;indirectFire;noBlastReduction;detonateOnSource;burstEffect,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// STINGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stinger_Spit,lava,,/,Stinger_Spit,,,1,,Stingers_Acid_Spit,,,Stinger_Shot_Sparks,,,Stinger_Shot_Hit,Stinger_Shot_Hit,,Water_Splash_Small,,1,#REF!,6,,,,,1,,/,/,15,,,max: 1,80,,,1.5,0.5,2,/,,,,,extinguishable,,hidden,spreadFire;noBlastReduction,,,onHit: None,,,,,,
Stinger_Nest_Shot,lava,,/,Stinger_Spit,,,1,,Stingers_Acid_Spit,,,Stinger_Shot_Sparks,,,Stinger_Shot_Hit,Stinger_Shot_Hit,,Water_Splash_Small,,1,#REF!,6,,,,,1,,/,/,30,,,max: 3,80,,,/,/,0.8,/,,,,,extinguishable,,hidden,noBlastReduction;unaimed,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// PYROFLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firefly_Shot,lava,,/,Firefly_Shot,,Firefly_Fire_Pool,1,,Firefly_fire,,,Firefly_Shot_Sparks,,,,Firefly_Shot_Impact,,/,,1,#REF!,20,10,10,,,1.5,,/,/,20,,/,min: 2; max: 4,30,,,0.667,0.833,3.667,/,,,,,solid; extinguishable,,scorching,friendlyFire;indirectFire;spreadFire,,,onHit: None,,,,,,
Firefly_Pool_Burn,lava,,/,/,,,1,,,,,,,,,,,/,,2,#REF!,10,20,20,,/,1,,30,0.5,1,,,,,,,,/,15,/,,,,,solid; extinguishable; fireproof,,scorching,friendlyFire;unaimed;noModifierBonus;detonateOnSource;stealthFire,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// IMMOLATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparker_Flamer,lava,,/,Sparker_Fire,,,1,1,burstStart: Sparker_bug_flamethrower_burst,,Sparker_Charge_Sparks,Sparker_Shot_Sparks,,,,Sparker_Shot_Impact,,/,,6,#REF!,10,40,40,,5,2,,5,0.13,8,4,,max: 1,20,,,0.1,1.8,2.62,/,,,,,solid; extinguishable; ,,scorching,noBlastReduction,AlwaysTargetGround,,onHit: PassThroughDamage,,,,,,
Sparker_Explode,lava,,/,/,,Sparker_Shock,,,Sparker_bug_fireball_death,,,,,,,Sparker_Explosion,,/,,40,#REF!,40,60,,,/,6,,/,/,3,,,,,,,,/,1,50,,,,,extinguishable,,,friendlyFire;onFireKillUnit;detonateOnSource;noBlastReduction,,,,,,,,,
Sparker_Suicide,lava,,/,/,,,,,,,,,,,,,,/,,#VALUE!,#VALUE!,/,/,,,/,,,/,/,/,,/,,,,,/,/,0,/,,,,,extinguishable,,,onFireKillUnit,,,,,,,,,
Sparker_Shock,lava,,/,/,,,,,,,,,,,,,,/,,,,/,/,,,150,7,,/,/,/,,/,,,,,,/,0,/,,,,,extinguishable,,hidden,noBlastReduction,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// FRAG TROOPERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frag_Shotgun,lava,,/,Invisible,,,1,2,Frag_Gun_Direct,,,Frag_Shot,,,,,,/,,15,75,15,60,50,,70,,,/,/,8,3,,,100,,,0,0.4,0.4,/,,,,,solid; extinguishable,,scorching,spreadFire; constantFireRate;forceStun,,,onHit: PassThroughDamage,,,,,,
Frag_Grenade,lava,,/,Gas_Canister,,,1,,Frag_Gun_InDirect,,,Grenade_Launcher,,,,Frag_Grenade_Explosion,,Water_Splash_Small,,60,#REF!,60,80,40,,/,2,,/,/,20,,6,max: 3,15,,,0.3,0.2,2.3,5,/,,,,solid; extinguishable,,scorching,indirectFire;spreadFire;constantFireRate,AlwaysTargetGround,,onHit: None,,,,,,
Frag_Grenade_Extra,lava,,/,Gas_Canister,,,1,,/,,,/,,,,Frag_Grenade_Explosion,,Water_Splash_Small,,120,#REF!,120,80,40,,/,2,,/,/,30,,8,max: 3,15,,,0.3,0.2,2.3,/,/,,,,solid; extinguishable,,scorching,indirectFire;spreadFire;constantFireRate,,,onHit: None,,,,,,
Frag_Mine_Explosion,lava,,/,/,,,1,,Frag_Mine,,,/,,,,Frag_Mine_Explosion,,,,50,#REF!,50,60,,,5,7,,10,0.5,30,,,,,,,,/,5.5,10,,,,,solid; extinguishable,,,unaimed;indirectFire;detonateOnSource;noModifierBonus;friendlyFire;noBlastReduction,,,,,,,,,
Fire_Mine_Explosion,base,,/,/,,Fire_Mine_Fire_Unit,1,,,,,/,,,,Frag_Fire_Mine_Explosion,,,,,,50,20,,,50,7,,/,/,/,,,,,,,,/,0.5,20,,,,,solid; extinguishable,,scorching,unaimed;indirectFire;detonateOnSource;noModifierBonus;onFireKillUnit;friendlyFire;noBlastReduction,,,,,,,,,
Mine_Arm,base,,/,/,,,1,,Frag_Gun_Mine,,,/,,,,/,,,,,,/,/,,,/,/,,/,/,5,,,,,,,,/,0.5,/,,,,,solid; extinguishable,,hidden,unaimed;indirectFire;onFireKillUnit;stealthFire,,,,,,,,,
Fire_Mine_Fire_Pool,base,,/,/,,,1,,,,,,,,,,,/,,1,3,6,20,,,50,7,,/,/,4,,,,,,,,/,0.3,/,,,,,solid; extinguishable; fireproof,,scorching,unaimed;indirectFire;noBlastReduction;detonateOnSource;noModifierBonus;forceStun;stealthFire,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// SHREDDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shredder_Minigun,lava,,/,Tracer_Orange,Tracer_Orange,,1.1,,burstStart: Shredder_Mini_Gun,,,Muzzle_Flash_10,,,,,,/,,12,#REF!,15,50,,6,5,,,4,0.15,30,2,,max: 10; air: 10,100,,,/,/,0.75,/,,,,,solid; extinguishable,,/,burstEffect,,enableForAbility,,,,,,,
Shredder_Heated_Shot,lava,,/,Heated_Bullet,,Shredder_Fire_Pool,1,,burstStart: Shredder_Mini_Gun,,,Muzzle_Flash_10,,,,Fireball_Small,,/,,1,#REF!,50,10,,,,3,,20,0.15,30,,15,min: 4; max: 6,70,,,0.5,0.5,6.35,/,,,,,solid; extinguishable,,scorching,burstEffect;indirectFire,,,,,,,,,
Shredder_Pool_Burn,lava,,/,/,,,1,,,,,,,,,,,/,,6,#REF!,30,20,,,5,1,,26,0.3,1,,,,,,,,/,8,/,,,,,solid; extinguishable; fireproof,,scorching,unaimed;indirectFire;noModifierBonus;detonateOnSource;stealthFire,,,,,,,,,
Shredder_Minigun_Stim,lava,,/,Tracer_Orange,Tracer_Orange,,1.1,,burstStart: Shredder_Mini_Gun,,,Muzzle_Flash_10,,,,,,/,,,,15,50,,6,5,,,4,0.05,30,,,max: 15,100,,,/,/,0.2,/,,,,,solid; extinguishable,,/,burstEffect,,,,,,,,,
Shredder_Minigun_Turret,lava,,/,Tracer_Orange,Tracer_Orange,,1.1,,burstStart: Shredder_Mini_Gun_Tripod,,,Muzzle_Flash_10,,,,,,/,,,,15,50,,6,5,,,4,0.1,40,2,,max: 5,100,,,/,/,0.4,/,,,,,solid; extinguishable,,/,burstEffect,,attacksToOverheat: 38; cooldownTime: 15,,,,,,,
Shredder_Minigun_Lair,lava,,/,Tracer_Orange,,,1.1,,burstStart: Shredder_Mini_Gun_Tripod,,,Muzzle_Flash_10,,,,,,/,,12,#REF!,15,50,,/,5,,,4,0.1,40,2,,max: 5,100,,,/,/,0.45,/,turret,fovweighted,,,solid; extinguishable,,/,burstEffect,,attacksToOverheat: 38; cooldownTime: 15,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// MECH ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mech_Engineer_Attack,lava,,/,/,,,,,,,Mech_Engineer_Attack,,,,,,,/,,30,#REF!,30,70,30,,/,,,4,0.2,3,,/,,,,,1.05,0.25,1.9,/,,,,,solid; extinguishable,,,/,,,,,,,,,
Mech_Attack_Slow,lava,,/,/,,,,,,,Mech_Engineer_Attack,,,,,,,/,,30,#REF!,30,70,30,,/,,,4,0.2,3,,/,,,,,1.05,0.25,3.65,/,,,,,solid; extinguishable,,,/,,,,,,,,,
Smog_Release,lava,,/,/,,Smog_Pool_Unit,1,,Engi_Mech_Smog,,,,,,,,,/,,#VALUE!,#VALUE!,/,/,,,,/,,1,/,/,,,,/,,,0.5,10,10.5,/,soldier special1,,,,solid; extinguishable,,hidden,unaimed;indirectFire,,,,,,,,,
Smog_Pool,lava,,/,/,,,1,,Frag_Gun_InDirect,,,,,,,,,/,,#VALUE!,#VALUE!,/,/,/,/,30,8,,/,/,4.5,,,,,,,,/,0.3,/,,,,,solid; extinguishable; smogImmune,,,unaimed;indirectFire;noBlastReduction;detonateOnSource;noModifierBonus;forceStun;stealthFire,,,,,,,,,
Mech_Fire_Pool,lava,,/,/,,,1,,,,,,,,,,,/,,1,3,6,20,,,50,3,,/,/,4,,,,,,,,/,0.3,/,,,,,solid; extinguishable; fireproof; ,,scorching,unaimed;indirectFire;noBlastReduction;detonateOnSource;noModifierBonus;forceStun;stealthFire,,,,,,,,,
Mech_Engineer_Grenade,lava,,/,Grenade,,Double_Charge_Grenade,1,/,Grenade_Timer,,,,,,,Rifle_Grenade_Explosion,,Water_Splash_Small,,150,#REF!,150,80,30,,80,3,,/,/,15,,4,max: 0.5,20,,,0.4,/,3,40,soldier special0,,,,solid; extinguishable,,,friendlyFire;indirectFire;noModifierBonus;noBlastReduction,,,onHit: None,,,,,,
Mech_Engineer_Light_Attack,lava,,/,/,,,,,,,Mech_Engineer_Light_Attack,,,,,,,/,,12,#REF!,30,30,10,,/,,,/,/,3,,/,,,,,1.05,0.25,1.3,/,,,,,solid; extinguishable,,,/,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// BOMBERBEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire_Hopper_Kamikaze,lava,,/,/,,,,,,,,Firehopper_Kamikaze_Explosion,,,,,,/,,50,#REF!,50,80,80,,/,4,,/,/,/,,/,,,,,/,/,1,/,,,,,extinguishable,,,onFireKillUnit,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// RIFLE MERCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merc_Rifle,lava,,Morita_MkI,Tracer,Tracer,,0.5,/,burstStart: Morita_MkI,,,Muzzle_Flash_4,,,,Bullet_Impact_Dust,Bullet_Impact_Hard,Water_Splash_Tiny,,1,#REF!,7,15,,2,7,,,2,0.3,30,10,/,max: 8,80,,,0.3,0.3,1.3,/,,,,,solid; extinguishable,,,burstEffect;spreadFire,,,,,,,,,
Merc_Tracer_Shot,lava,,/,/,,Friendly_Fire_Pool,1,/,Morita_Sniper,,,Heavy_Sniper_Shot,,,Autocannon_Hit,,,Water_Splash_Tiny,,1,#REF!,30,5,,/,20,,,/,/,40,,3,/,/,,,/,/,15,/,,,,,solid; extinguishable,,,spreadFIre,,,,,,,,,
Merc_Grenade,lava,,/,Grenade,,Double_Charge_Grenade,1,/,Grenade_Timer,,,,,,,Rifle_Grenade_Explosion,,Water_Splash_Small,,150,#REF!,150,80,30,,80,3,,/,/,25,,6,max: 0.5,20,,,0.9,/,3.5,40,soldier special0,,,,solid; extinguishable,,,friendlyFire;indirectFire;noModifierBonus;noBlastReduction,,,onHit: None,,,,,,
Merc_Grenade_Second,lava,,/,/,,,1,/,,,,,,,,Grenade_Explosion_Concussive,,Water_Splash_Small,,100,#REF!,200,35,30,,80,6,,/,/,/,,,,,,,,/,,40,,,,,solid; extinguishable,,,noModifierBonus;noBlastReduction,,,,,,,,,
Merc_Grenade_Volley,lava,,/,Mortar_Grenade,,,1,/,Rifle_Grenade,,,Grenade_Launcher,,,,Volley_Grenade_Explosion,,Water_Splash_Small,,64,#REF!,80,50,30,,30,3,,/,/,35,,18,max: 4,40,,,0.3,/,0.5,10,,,,,solid; extinguishable,,,friendlyFire;indirectFire;spreadFire;constantFireRate;noModifierBonus,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// SNIPER MERC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sniper_Merc_Shot,lava,,/,/,,Friendly_Fire_Pool,1,/,Morita_Sniper,,,Heavy_Sniper_Shot,,,Autocannon_Hit,,,Water_Splash_Tiny,,1,#REF!,60,5,,40,30,,,/,/,40,,/,/,/,,,0.5,0.2,3,/,,,,,solid; extinguishable,,,spreadFire;constantFireRate,,,,,,,,,
Decoy_Flares,lava,,/,Sensor_Flare,,Sensor,1,/,Rifle_Grenade,,,Grenade_Launcher,,,,Sensor_Activate,,Water_Splash_Small,,#VALUE!,#VALUE!,/,/,,,/,2,,4,0.1,25,,/,1,20,,,,/,2.9,/,,,,,/,,,indirectFire,,,onHit: None,,,,, -6.5 -1.5;-2.5 0;2.5 0;6.5 -1.5,
Sniper_Merc_Drone_Shot,lava,,/,Invisible,,,1,2,Frag_Gun_Direct,,,Frag_Shot,,,,,,/,,10,50,10,60,50,,70,,,/,/,4,3,,,100,,,0.4,0.4,0.9,/,,,,,solid; extinguishable,,scorching,spreadFire;constantFireRate;forceStun,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// MISC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incendiary_Strike_Fire_Pool,lava,,/,/,,,1,,,,,,,,,,,/,,1.2,#REF!,6,20,,,50,3,,/,/,2,,,,,,,,/,0.3,/,,,,,solid; extinguishable; fireproof,,scorching,unaimed;indirectFire;noBlastReduction;detonateOnSource;noModifierBonus;forceStun;stealthFire,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// METROPOLIS DLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// TECHNICIANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technician_Shot,base,,/,/,,,,,Police_Drone_Attack,,,Drone_Sparks,,,,,,/,,4,#REF!,10,30,,,10,/,,/,/,/,,,,,,,/,/,2,5,,,,,extinguishable; structure,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// POLICE SQUAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police_Rifle,metro,,/,Tracer,Tracer,,1,,burstStart: Police_Rifle,,,Muzzle_Flash_3,,,,Bullet_Impact_Dust,,Water_Splash_Tiny,,1,#REF!,5,5,,3,/,,,3,0.2,25,10,/,max: 10; air: 10,80,,,0.3,0.3,1.7,/,,,,,solid; extinguishable,,,spreadFire,,,,,,,,,
Intro_Police_Rifle,metro,,/,Tracer,Tracer,,1,,burstStart: Police_Rifle,,,Muzzle_Flash_3,,,,Bullet_Impact_Dust,,Water_Splash_Tiny,,1,#REF!,5,5,,3,/,,,3,0.2,35,10,/,max: 5,80,,,0.3,0.3,1.7,/,,,,,solid; extinguishable,,,spreadFire,,,,,,,,,
Police_GrenadeV1,metro,,/,Police_Grenade,,,1,,,,,,,,,MkIII_Grenade_Explosion,,Water_Splash_Small,,,,150,30,20,,60,4,2,/,/,20,,4,max: 0.5,30,,,0.9,0.5,3,/,soldier special0,,,,/,,,friendlyFire;indirectFire;noBlastReduction,,,onHit: None,,,,,,
Police_Grenade,metro,,/,Police_Grenade,,Police_Grenade_Unit,1,,,,,,,,,Crater_Scorched_Small,,Water_Splash_Small,,,,/,/,,,/,/,,/,/,20,,8,max: 0.5,30,,,0.9,0.5,3,/,soldier special0,,,,/,,,indirectFire,,,onHit: None,,,,,,
Police_Grenade_Explosion,metro,,/,/,,,1,,,,,/,,,,Police_Grenade_Explosion,,,,9,#REF!,15,40,,,5,4,,15,0.3,30,,,,,,,,/,5.2,10,,,,,solid; extinguishable,,,unaimed;detonateOnSource;noModifierBonus;friendlyFire;noBlastReduction,,,,,,,,,
Talkie_Bomb_Shot,metro,,/,Bundled_Grenades,,Talkie_Bomb,1,,Talkie_Bomb_Land,,,,,,,,,Water_Splash_Small,,,,/,/,,,/,/,,/,/,15,,,max: 0.5,20,,,,/,0,/,soldier special0,,,,/,,,indirectFire,,,onHit: None,,,,,,
Talkie_Bomb_Noise,metro,,/,/,,,1,,Talkie_Bomb_Noise,,,,,,,,,,,,,/,/,,,/,10,,/,/,12,,,,,,,,/,0,/,,,,,solid; extinguishable,,,unaimed;indirectFire;detonateOnSource,,,onHit: None,,,,,,
Talkie_Bomb_Explosion,metro,,/,/,,,1,,,1,,,,,,Bundled_Grenade_Explosion,,,,,,200,40,30,,150,5,,/,/,/,,,/,/,,,,/,0,/,,,,,/,,,friendlyFire;indirectFire;forceStun;longStun;noModifierBonus,,,,,,,,,
Drone_Explode,metro,,/,/,,,,,,,,,,,,Bundled_Grenade_Explosion,,/,,,,400,60,40,,150,7,,/,/,/,,,,,,,,/,,50,,,,,extinguishable,,,friendlyFire;onFireKillUnit;unaimed,,,,,,,,,
Police_Drone_Shot,metro,,/,/,,,,,Police_Drone_Attack,,,Drone_Sparks,,,,,,/,,4,#REF!,10,30,,,10,/,,/,/,/,,,,,,,/,/,2,5,,,,,extinguishable; structure,,,spreadFire,,,,,,,,,
Flash_Bang,metro,,/,Flash_Bang,,,1,,,,,,,,,Flash_Bang_Explosion,,Water_Splash_Small,,,,/,/,,,200,6,0.5,/,/,20,,,max: 0.5,30,,,,/,0,/,soldier special0,,,,/,,,friendlyFire;indirectFire;longStun;forceStun,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// PEACEKEEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police_Mech_Grenade,metro,,/,Gas_Canister,,,1,,Chemical_Shot,,,Grenade_Launcher,,,,MkIII_Grenade_Explosion,,Water_Splash_Small,,32,#REF!,80,30,20,,50,3,,2,0.3,25,,8,max: 3,20,,,/,0.5,2.3,/,,,,,solid; extinguishable,,,indirectFire,,,onHit: None,,,,,,
Police_Mech_Gas,metro,,/,/,,,1,,,,,,,,,,,/,,3,#REF!,3,200,,,50,3.5,,/,/,2.25,,,,,,,,/,0.3,/,,,,,solid; extinguishable; fireproof,,scorching,unaimed;indirectFire;noBlastReduction;detonateOnSource;noModifierBonus;stealthFire,,,,,,,,,
Peacekeeper_Gas_Release,metro,,/,/,,,1,,burstStart: Gas_Release,,,,,,,Peace_Gas_Cloud,,/,,#VALUE!,#VALUE!,12,/,,,30,10,,/,/,/,,,,/,,,/,/,0.3,/,soldier special1,,,,structure; solid; inanimate; human; extinguishable,,hidden,unaimed;indirectFire;ignoreArmor;forceStun;noBlastReduction,,,,,,,,,
Peacekeeper_Drone_Bomb,metro,,/,Gas_Canister,,,1,,/,,,/,,,,MkIII_Grenade_Explosion,,Water_Splash_Small,,32,#REF!,80,30,20,,50,3,,/,/,0.1,,/,max: 0.3,10,,,/,/,1.5,/,,,,,solid; extinguishable,,,indirectFire; unaimed,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// RIOT SHIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assault_Shot,metro,,/,Gas_Canister,,,0.07,/,Rifle_Grenade,,,Grenade_Launcher,,Bullet_Impact_Dust,Rifle_Grenade_Explosion,Rifle_Grenade_Explosion,,Water_Splash_Small,,45,#REF!,45,110,40,,/,1,,/,/,20,,,max: 3,40,,,1,0.5,6,10,,,,,solid; extinguishable,,,spreadFire;noModifierBonus,,,onHit: None,,,,,,
Police_Shotgun,metro,,/,Invisible,,,1,/,Shotgun,,,Frag_Shot,,,,Bullet_Impact_Dust,,Water_Splash_Tiny,,45,#REF!,75,40,,,30,,,/,/,8,,/,/,50,,,,/,3,/,,,,,solid; extinguishable,,,spreadFire;indirectFire;noModifierBonus,,,,,,,,,
Auto_Turret_Pod,metro,,/,Gas_Canister,,Auto_Turret,2,/,Rifle_Grenade,,,Grenade_Launcher,,,,Deployable_turret_Activate,,Water_Splash_Small,,#VALUE!,#VALUE!,/,/,,,/,/,,/,/,15,,/,/,20,,,,/,2.6,/,,,,,,,,indirectFire,,,onHit: None,,,,,,
Auto_Turret_Shot,metro,,/,Tracer,Tracer,,1.5,,burstStart: HMG,,,Muzzle_Flash_10,,,,Bullet_Impact_Dust_Heavy,,Water_Splash_Tiny,,7.5,#REF!,15,35,,5,20,,,4,0.15,12,5,,max: 7; air: 10,104,,,,/,0.6,/,turret,fovweighted,,,solid; extinguishable,,,burstEffect,,,,,,,,,
Decoy_Deploy_Shot,metro,,/,Gas_Canister,,Riot_Decoy,1,/,Rifle_Grenade,,,Grenade_Launcher,,,,Sensor_Activate,,Water_Splash_Small,,#VALUE!,#VALUE!,/,/,,,/,/,,/,/,15,,/,max: 3,15,,,,/,2.6,/,,,,,,,,indirectFire,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// JAC TROOPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy_Sniper_Shot,metro,,/,Shell_Tracer,Shell_Tracer,,0.09,/,Heavyshot,,,Recoilless_Rifle_Shot,,,Rifle_Grenade_Explosion,Rifle_Grenade_Explosion,,Water_Splash_Tiny,,170,#REF!,170,69,25,80,70,/,,/,/,40,10,/,/,80,,,1,0.3,2.4,5,,,,,solid; extinguishable,,,,,,,,,,,,
Low_Velocity_Shot,metro,,/,Rifle_Grenade,,,1,/,burstStart: Low_Velocity_Shot,,,Howitzer_Shot_Small,,,,Rocket_APHE,,Water_Splash_Small,,170,#REF!,170,69,25,,50,4,,3,0.5,30,,7,max: 2,20,,,1,0.5,4,30,,,,,solid; extinguishable,,,friendlyFire;indirectFire;noModifierBonus;noBlastReduction,,,onHit: None,,,,,,
